"Player","#","Nation","Pos","Min","Gls","Ast","xG","xG-PK","xA","Sh","SoT","Fls","Fld","Crs","Tkl","Int","CrdY","CrdR","GA","Saves","Save%","Team","Time"
"Harry Maguire",5,"ENG","DF",90,0,0,0,0,0,2,1,1,0,0,2,0,0,0,NA,NA,NA,"Manchester United","Saturday September 14, 2019"
"Victor Lindel<U+00F6>f",2,"SWE","DF",90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,"Manchester United","Saturday September 14, 2019"
"Aaron Wan-Bissaka",29,"ENG","DF",90,0,0,0,0,0,0,0,1,1,1,0,1,0,0,NA,NA,NA,"Manchester United","Saturday September 14, 2019"
"David de Gea",1,"ESP","GK",90,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,100,"Manchester United","Saturday September 14, 2019"
"Jamie Vardy",9,"ENG","FW",90,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,"Leicester City","Saturday September 14, 2019"
"James Maddison",10,"ENG","MF",90,0,0,0.3,0.3,0,3,1,3,5,10,0,0,1,0,NA,NA,NA,"Leicester City","Saturday September 14, 2019"
"Hamza Choudhury",20,"ENG","MF",57,0,0,0,0,0,1,1,0,0,0,2,1,0,0,NA,NA,NA,"Leicester City","Saturday September 14, 2019"
"Ayoze P¨¦rez",17,"ESP","FW",33,0,0,0,0,0,0,0,1,0,2,2,1,0,0,NA,NA,NA,"Leicester City","Saturday September 14, 2019"
"Youri Tielemans",8,"BEL","MF",90,0,0,0,0,0,1,0,0,2,4,0,1,0,0,NA,NA,NA,"Leicester City","Saturday September 14, 2019"
"Demarai Gray",7,"ENG","MF",68,0,0,0,0,0,1,0,0,2,4,1,2,0,0,NA,NA,NA,"Leicester City","Saturday September 14, 2019"
"Harvey Barnes",15,"ENG","MF",22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,"Leicester City","Saturday September 14, 2019"
"Wilfred Ndidi",25,"NGA","DF",90,0,0,0,0,0,2,0,2,0,0,4,2,0,0,NA,NA,NA,"Leicester City","Saturday September 14, 2019"
"Ben Chilwell",3,"ENG","DF",90,0,0,0,0,0,1,1,2,3,2,1,1,1,0,NA,NA,NA,"Leicester City","Saturday September 14, 2019"
"<U+00C7>a<U+011F>lar S<U+00F6>y¨¹nc¨¹",4,"TUR","DF",90,0,0,0,0,0,0,0,3,0,0,2,0,0,0,NA,NA,NA,"Leicester City","Saturday September 14, 2019"
"Jonny Evans",6,"NIR","DF",90,0,0,0,0,0,0,0,0,1,0,1,2,0,0,NA,NA,NA,"Leicester City","Saturday September 14, 2019"
"Ricardo Pereira",21,"POR","DF,FW,MF",90,0,0,0,0,0,0,0,2,0,1,3,0,0,0,NA,NA,NA,"Leicester City","Saturday September 14, 2019"
"Kasper Schmeichel",1,"DEN","GK",90,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1,4,80,"Leicester City","Saturday September 14, 2019"
"Harry Kane",10,"ENG","FW",85,0,1,0,0,0.2,1,0,1,1,1,1,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"Lucas Moura",27,"BRA","FW,MF",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"Son Heung-min",7,"KOR","FW,MF",90,2,0,0.5,0.5,0,5,3,1,0,0,1,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"Christian Eriksen",23,"DEN","DF,MF",90,0,0,0,0,0.1,1,0,1,0,3,1,0,1,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"¨¦rik Lamela",11,"ARG","FW,MF",90,1,0,0.2,0.2,0.1,1,1,4,1,3,1,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"Harry Winks",8,"ENG","MF",67,0,0,0.2,0.2,0,4,1,1,1,2,1,3,1,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"Tanguy Ndombele",28,"FRA","MF",23,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"Moussa Sissoko",17,"FRA","MF",90,0,0,0,0,0,0,0,4,2,2,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"Danny Rose",3,"ENG","DF,MF",76,0,0,0,0,0.3,0,0,4,0,3,0,1,1,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"Ben Davies",33,"WAL","DF",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"Jan Vertonghen",5,"BEL","DF",90,0,0,0,0,0,0,0,1,2,0,0,1,1,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"Toby Alderweireld",4,"BEL","DF",90,0,1,0,0,0.1,0,0,0,1,0,2,1,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"Serge Aurier",24,"CIV","DF",90,0,1,0.1,0.1,0.1,1,0,1,1,4,1,3,0,0,NA,NA,NA,"Tottenham Hotspur","Saturday September 14, 2019"
"Hugo Lloris",1,"FRA","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,"Tottenham Hotspur","Saturday September 14, 2019"
"Jordan Ayew",9,"GHA","FW",71,0,0,0.2,0.2,0.1,2,2,2,4,0,1,0,1,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"Christian Benteke",17,"BEL","FW",19,0,0,0.1,0.1,0.1,2,1,1,0,0,0,0,0,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"Andros Townsend",10,"ENG","FW,MF",85,0,0,0,0,0,0,0,0,2,3,3,2,0,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"V¨ªctor Camarasa",23,"ESP","MF",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"Luka Milivojevi<U+0107>",4,"SRB","MF",90,0,0,0,0,0.1,0,0,1,1,6,2,2,1,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"Cheikhou Kouyat¨¦",8,"SEN","DF,MF",76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"James McCarthy",22,"IRL","MF",14,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"Jeffrey Schlupp",15,"GHA","DF,FW,MF",90,0,0,0,0,0,1,0,4,0,0,2,3,0,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"Wilfried Zaha",11,"CIV","FW,MF",90,0,0,0.1,0.1,0,2,2,1,8,0,1,0,0,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"Patrick van Aanholt",3,"NED","DF",90,0,0,0,0,0,1,0,0,0,0,1,3,0,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"Mamadou Sakho",12,"FRA","DF",90,0,0,0,0,0.1,0,0,0,0,0,0,3,0,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"Gary Cahill",24,"ENG","DF",90,0,0,0.1,0.1,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"Joel Ward",2,"ENG","DF,MF",90,0,0,0,0,0,1,0,1,1,1,1,4,1,0,NA,NA,NA,"Crystal Palace","Saturday September 14, 2019"
"Vicente Guaita",31,"ESP","GK",90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,33.3,"Crystal Palace","Saturday September 14, 2019"
"Teemu Pukki",22,"FIN","FW",90,1,1,0.6,0.6,0.8,3,1,1,1,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday September 14, 2019"
"Todd Cantwell",14,"ENG","",90,1,0,0.8,0.8,0.1,1,1,1,0,0,1,1,1,0,NA,NA,NA,"Norwich City","Saturday September 14, 2019"
"Marco Stiepermann",18,"GER","FW,MF",89,0,0,0,0,0.1,0,0,2,1,0,0,1,0,0,NA,NA,NA,"Norwich City","Saturday September 14, 2019"
"Dennis Srbeny",32,"GER","MF",1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,"Norwich City","Saturday September 14, 2019"
"Emiliano Buend¨ªa",17,"ARG","FW",83,0,2,0,0,0.6,1,0,2,1,5,3,0,0,0,NA,NA,NA,"Norwich City","Saturday September 14, 2019"
"Josip Drmi<U+0107>",20,"SUI","FW",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Norwich City","Saturday September 14, 2019"
"Kenny McLean",23,"SCO","MF",90,1,0,0,0,0,1,1,0,1,0,2,4,1,0,NA,NA,NA,"Norwich City","Saturday September 14, 2019"
"Alexander Tettey",27,"NOR","MF",90,0,0,0,0,0,0,0,0,0,1,0,2,0,0,NA,NA,NA,"Norwich City","Saturday September 14, 2019"
"Jamal Lewis",12,"NIR","",90,0,0,0,0,0,0,0,1,1,0,1,0,0,0,NA,NA,NA,"Norwich City","Saturday September 14, 2019"
"Ben Godfrey",4,"ENG","MF",90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,"Norwich City","Saturday September 14, 2019"
"Ibrahim Amadou",24,"FRA","DF",90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,"Norwich City","Saturday September 14, 2019"
"Sam Byram",3,"ENG","DF,MF",90,0,0,0.1,0.1,0,1,0,1,2,0,2,5,1,0,NA,NA,NA,"Norwich City","Saturday September 14, 2019"
"Tim Krul",1,"NED","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,75,"Norwich City","Saturday September 14, 2019"
"Sergio Ag¨¹ero",10,"ARG","FW",90,1,0,1.2,1.2,0.1,6,2,0,1,0,0,0,0,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"Raheem Sterling",7,"ENG","FW,MF",90,0,0,0.4,0.4,0.9,6,1,0,1,7,0,0,0,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"David Silva",21,"ESP","MF",57,0,0,0.1,0.1,0,1,0,0,0,3,0,0,0,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"Gabriel Jesus",9,"BRA","FW",33,0,1,0.4,0.4,0,3,1,0,0,0,0,1,0,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"Bernardo Silva",20,"POR","FW,MF",73,0,1,0.1,0.1,0.2,2,0,1,1,8,1,2,1,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"Riyad Mahrez",26,"ALG","FW,MF",17,0,0,0,0,0.1,0,0,0,0,4,0,0,0,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"Rodri",16,"ESP","MF",90,1,0,0.1,0.1,0.2,2,2,2,3,0,3,0,0,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"<U+0130>lkay G¨¹ndo<U+011F>an",8,"GER","MF",57,0,0,0,0,0,0,0,0,0,5,0,1,0,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"Kevin De Bruyne",17,"BEL","MF",33,0,0,0,0,0.1,0,0,0,0,13,0,1,0,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"Oleksandr Zinchenko",11,"UKR","MF",90,0,0,0,0,0,2,0,2,0,3,2,1,0,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"Nicol¨¢s Otamendi",30,"ARG","DF",90,0,0,0.1,0.1,0,3,2,0,0,0,0,0,0,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"John Stones",5,"ENG","DF",90,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"Kyle Walker",2,"ENG","DF",90,0,0,0,0,0,0,0,2,1,4,2,0,0,0,NA,NA,NA,"Manchester City","Saturday September 14, 2019"
"Ederson",31,"BRA","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"Manchester City","Saturday September 14, 2019"
"Callum Wilson",13,"ENG","FW",90,2,0,0.6,0.6,0,2,2,2,0,0,0,1,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Dominic Solanke",9,"ENG","FW",90,0,0,0.1,0.1,0,3,1,0,1,0,0,0,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Joshua King",7,"NOR","FW",90,0,1,0.4,0.4,0.1,1,1,0,5,1,1,1,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Lewis Cook",16,"ENG","MF",77,0,0,0,0,0,0,0,1,1,0,0,2,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Jefferson Lerma",8,"COL","MF",13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Philip Billing",29,"DEN","MF",90,0,0,0.2,0.2,0.1,3,0,0,0,0,0,4,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Harry Wilson",22,"WAL","MF",57,0,0,0.8,0,0,2,1,0,1,0,0,0,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Ryan Fraser",24,"SCO","MF",33,1,0,0.1,0.1,0,1,1,0,1,2,0,2,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Diego Rico",21,"ESP","DF",90,0,1,0,0,0.4,0,0,0,0,5,0,3,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Chris Mepham",33,"WAL","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Nathan Ak¨¦",5,"NED","DF,MF",90,0,0,0.1,0.1,0,1,0,0,2,0,1,0,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Steve Cook",3,"ENG","DF,MF",90,0,0,0.1,0.1,0.1,0,0,1,3,0,1,1,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Jack Stacey",17,"ENG","FW,MF",90,0,0,0,0,0,0,0,0,0,0,4,0,0,0,NA,NA,NA,"Bournemouth","Sunday September 15, 2019"
"Aaron Ramsdale",12,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,80,"Bournemouth","Sunday September 15, 2019"
"Dominic Calvert-Lewin",9,"ENG","MF",71,1,0,0.7,0.7,0,3,2,3,0,1,0,0,0,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"Bernard",20,"BRA","FW,MF",19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"Alex Iwobi",17,"NGA","FW",90,0,0,0.4,0.4,0,3,1,0,0,1,1,0,0,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"Gylfi Siguresson",10,"ISL","MF",71,0,0,0.1,0.1,0,1,1,0,0,3,0,0,0,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"Moise Kean",27,"ITA","FW",19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"Richarlison",7,"BRA","FW",81,0,1,0.3,0.3,0.8,4,0,1,0,1,3,0,1,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"Theo Walcott",11,"ENG","FW,MF",9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"Fabian Delph",8,"ENG","MF",90,0,0,0,0,0,0,0,2,2,0,2,0,1,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"Morgan Schneiderlin",18,"FRA","MF",90,0,0,0,0,0,0,0,3,0,1,4,1,1,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"Lucas Digne",12,"FRA","DF",90,0,0,0,0,0.2,1,0,1,0,13,0,4,1,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"Yerry Mina",13,"COL","DF",90,0,0,0,0,0,0,0,1,1,0,0,3,0,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"Michael Keane",5,"ENG","DF",90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"S¨¦amus Coleman",23,"IRL","DF,MF",90,0,0,0,0,0,0,0,2,0,2,1,3,0,0,NA,NA,NA,"Everton","Sunday September 15, 2019"
"Jordan Pickford",1,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,50,"Everton","Sunday September 15, 2019"
"Andre Gray",18,"ENG","FW",54,0,0,0.1,0.1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"Ismaila Sarr",23,"SEN","MF",36,0,0,0.2,0.2,0.3,2,0,0,0,2,0,0,0,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"Gerard Deulofeu",7,"ESP","FW,MF",90,0,1,0.3,0.3,0.5,7,4,2,0,4,1,2,0,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"Tom Cleverley",8,"ENG","MF",90,1,0,0.4,0.4,0,7,3,4,0,2,1,0,0,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"Will Hughes",19,"ENG","MF",63,0,0,0.1,0.1,0.1,2,0,0,2,1,0,0,0,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"Roberto Pereyra",37,"ARG","MF",27,1,0,0.9,0.2,0,2,1,1,1,1,0,0,0,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"¨¦tienne Capoue",29,"FRA","MF",90,0,0,0,0,0,0,0,3,1,0,3,4,1,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"Abdoulaye Doucour¨¦",16,"FRA","MF",90,0,0,0.5,0.5,0.1,5,1,0,0,0,1,1,0,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"Jos¨¦ Holebas",25,"GRE","DF,MF",78,0,0,0.2,0.2,0,2,1,1,0,4,0,0,1,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"Daryl Janmaat",2,"NED","DF",12,0,0,0,0,0,1,0,0,0,3,0,0,0,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"Christian Kabasele",27,"BEL","DF",90,0,0,0,0,0,1,0,1,0,0,0,2,0,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"Craig Dawson",4,"ENG","DF",90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"Kiko Femen¨ªa",21,"ESP","FW,MF",90,0,0,0,0,0.2,1,0,1,0,5,1,1,1,0,NA,NA,NA,"Watford","Sunday September 15, 2019"
"Ben Foster",26,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50,"Watford","Sunday September 15, 2019"
"Pierre-Emerick Aubameyang",14,"GAB","FW,MF",90,2,0,0.8,0.8,0,3,2,0,0,0,0,1,0,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"Nicolas P¨¦p¨¦",19,"CIV","FW",90,0,0,0.1,0.1,0.1,1,0,0,1,0,2,1,0,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"Mesut <U+00D6>zil",10,"GER","MF",71,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"Reiss Nelson",24,"ENG","MF",19,0,0,0.1,0.1,0,1,1,0,0,0,1,0,0,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"Dani Ceballos",8,"ESP","MF",60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"Joe Willock",28,"ENG","MF",30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"Matt¨¦o Guendouzi",29,"FRA","MF",67,0,0,0,0,0.1,0,0,0,0,0,1,1,1,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"Lucas Torreira",11,"URU","MF",23,0,0,0.1,0.1,0,1,1,0,1,0,0,0,0,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"Granit Xhaka",34,"SUI","MF",90,0,0,0,0,0,1,0,1,2,1,4,1,0,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"Sead Kola<U+0161>inac",31,"BIH","DF,MF",90,0,1,0,0,0.1,0,0,2,1,1,0,0,1,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"David Luiz",23,"BRA","DF,MF",90,0,0,0,0,0,0,0,1,1,0,0,3,0,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"Sokratis Papastathopoulos",5,"GRE","DF",90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"Ainsley Maitland-Niles",15,"ENG","FW,MF",90,0,1,0,0,0.7,0,0,0,2,0,1,2,0,0,NA,NA,NA,"Arsenal","Sunday September 15, 2019"
"Bernd Leno",1,"GER","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,80,"Arsenal","Sunday September 15, 2019"
"Anwar El Ghazi",21,"NED","FW,MF",90,0,0,0.1,0.1,0.2,1,1,0,1,5,1,1,0,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"Wesley Moraes",9,"BRA","FW",90,0,0,0.3,0.3,0,2,1,2,2,1,1,0,0,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"Jota",23,"ESP","MF",66,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"Ahmed Elmohamady",27,"EGY","DF,MF",24,0,0,0,0,0,0,0,1,1,4,0,0,0,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"John McGinn",7,"SCO","MF",90,0,0,0.2,0.2,0.1,3,2,3,1,1,3,0,0,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"Marvelous Nakamba",11,"ZIM","MF",81,0,0,0,0,0,0,0,1,1,0,2,1,0,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"Douglas Luiz",6,"BRA","MF",9,0,0,0,0,0.5,0,0,1,0,1,0,0,0,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"Jack Grealish",10,"ENG","MF",90,0,0,0.5,0.5,0.4,1,0,1,5,4,1,1,1,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"Neil Taylor",3,"WAL","DF",90,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"Tyrone Mings",40,"ENG","DF",90,0,0,0,0,0,0,0,1,0,0,0,1,1,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"Bj<U+00F6>rn Engels",22,"BEL","DF",90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"Frederic Guilbert",24,"FRA","DF",85,0,0,0.1,0.1,0,1,1,2,1,0,1,5,0,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"Keinan Davis",39,"ENG","",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,"Aston Villa","Monday September 16, 2019"
"Tom Heaton",1,"ENG","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,"Aston Villa","Monday September 16, 2019"
"S¨¦bastien Haller",22,"FRA","FW",90,0,0,0.2,0.2,0.2,2,0,1,2,1,0,0,0,0,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"Felipe Anderson",8,"BRA","FW,MF",69,0,0,0.1,0.1,0.1,1,0,0,3,6,3,2,0,0,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"Pablo Zabaleta",5,"ARG","DF",21,0,0,0,0,0,0,0,0,1,2,0,0,0,0,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"Manuel Lanzini",10,"ARG","MF",90,0,0,0,0,0,1,0,0,2,4,0,0,0,0,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"Mark Noble",16,"ENG","MF",90,0,0,0.1,0.1,0,2,1,4,2,0,1,0,1,0,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"Fabi¨¢n Balbuena",4,"PAR","DF",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"Andriy Yarmolenko",7,"UKR","FW,MF",62,0,0,0.1,0.1,0,2,0,0,0,0,0,1,0,0,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"Pablo Fornals",18,"ESP","MF",28,0,0,0.1,0.1,0,2,0,0,0,2,1,0,0,0,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"Declan Rice",41,"ENG","DF",90,0,0,0,0,0,2,0,2,0,0,4,2,0,0,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"Arthur Masuaku",26,"COD","DF",66,0,0,0,0,0.1,1,0,1,0,2,2,0,2,1,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"Angelo Ogbonna",21,"ITA","DF",90,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"Issa Diop",23,"FRA","DF",90,0,0,0,0,0,0,0,3,2,0,1,2,0,0,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"Ryan Fredericks",24,"ENG","DF",90,0,0,0,0,0.1,0,0,0,0,1,2,1,0,0,NA,NA,NA,"West Ham United","Monday September 16, 2019"
"<U+0141>ukasz Fabia¨½ski",1,"POL","GK",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,"West Ham United","Monday September 16, 2019"
"Che Adams",10,"ENG","FW",77,0,0,0,0,0.1,1,0,0,1,1,0,0,0,0,NA,NA,NA,"Southampton","Friday September 20, 2019"
"Danny Ings",9,"ENG","FW",13,0,0,0.3,0.3,0.1,4,0,0,0,0,0,0,0,0,NA,NA,NA,"Southampton","Friday September 20, 2019"
"Nathan Redmond",22,"ENG","MF",88,0,0,0.1,0.1,0.1,3,1,2,0,1,1,0,0,0,NA,NA,NA,"Southampton","Friday September 20, 2019"
"Stuart Armstrong",17,"SCO","MF",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,"Southampton","Friday September 20, 2019"
"Sofiane Boufal",19,"MAR","MF",90,0,0,0.2,0.2,0,5,3,2,2,3,2,1,0,0,NA,NA,NA,"Southampton","Friday September 20, 2019"
"James Ward-Prowse",16,"ENG","MF",90,1,0,1.3,0.5,0.2,7,1,0,0,5,1,1,0,0,NA,NA,NA,"Southampton","Friday September 20, 2019"
"Pierre H<U+00F8>jbjerg",23,"DEN","MF",90,0,0,0.3,0.3,0,3,1,1,0,2,2,0,0,0,NA,NA,NA,"Southampton","Friday September 20, 2019"
"Oriol Romeu",14,"ESP","MF",90,0,0,0,0,0.1,0,0,2,3,0,8,2,1,0,NA,NA,NA,"Southampton","Friday September 20, 2019"
"C¨¦dric Soares",2,"POR","DF",90,0,0,0,0,0.4,0,0,0,0,7,2,0,0,0,NA,NA,NA,"Southampton","Friday September 20, 2019"
"Jannik Vestergaard",4,"DEN","DF",90,0,0,0.1,0.1,0,2,0,0,0,0,1,0,0,0,NA,NA,NA,"Southampton","Friday September 20, 2019"
"Jan Bednarek",35,"POL","DF",90,0,0,0,0,0,0,0,1,1,0,2,5,0,0,NA,NA,NA,"Southampton","Friday September 20, 2019"
"Kevin Danso",38,"AUT","MF",45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,"Southampton","Friday September 20, 2019"
