"","Wk","Date","Home","Away","Result","aveHomeGoals","aveAgainstHomeGoals","aveAwayGoals","aveAgainstAwayGoals","aveHomePoints","aveAwayPoints","HomeAveMin","HomeAveGls","HomeAveAst","HomeAveSh","HomeAveSoT","HomeAveFls","HomeAveFld","HomeAveCrs","HomeAveTkl","HomeAveInt","HomeAveCrdY","HomeAveCrdR","HomeAveGA","HomeAveSaves","HomeAveSave.","AwayAveMin","AwayAveGls","AwayAveAst","AwayAveSh","AwayAveSoT","AwayAveFls","AwayAveFld","AwayAveCrs","AwayAveTkl","AwayAveInt","AwayAveCrdY","AwayAveCrdR","AwayAveGA","AwayAveSaves","AwayAveSave."
"59",6,2019-09-22,"Chelsea","Liverpool","A",2.2,2.2,3,3,1.6,3,64.2866666666667,0.125,0.0925,1.11916666666667,0.386666666666667,0.661666666666667,0.779166666666667,1.015,0.83,0.9275,0.0975,0,0.11,0.11,2.567,64.0083333333333,0.15,0.125,1.075,0.391666666666667,0.611111111111111,0.433333333333333,1.59444444444444,0.669444444444444,0.605555555555556,0.0222222222222222,0,0.0444444444444444,0.211111111111111,8.98222222222222
"60",6,2019-09-22,"Arsenal","Aston Villa","H",1.6,1.6,0.8,0.8,1.6,0.8,68.0991228070175,0.100877192982456,0.0807017543859649,0.835964912280702,0.333333333333333,0.601754385964912,0.763157894736842,0.910526315789474,0.494736842105263,0.505263157894737,0.164912280701754,0,0.0842105263157895,0.231578947368421,3.92421052631579,65.1712962962963,0.0472222222222222,0.0444444444444444,0.703703703703704,0.260185185185185,0.816666666666667,0.906481481481482,1.10555555555556,0.678703703703704,0.90462962962963,0.134259259259259,0.0138888888888889,0.0666666666666667,0.122222222222222,4.22222222222222
"61",7,2019-09-28,"Sheffield United","Liverpool","A",1.2,1,2.6,2.6,1.4,3,60.4546296296296,0.0648148148148148,0.0277777777777778,0.675925925925926,0.180555555555556,0.846296296296296,0.489814814814815,1.34166666666667,0.686111111111111,0.842592592592593,0.106481481481481,0.0185185185185185,0.0555555555555556,0.166666666666667,3.81851851851852,62.0583333333333,0.14537037037037,0.122222222222222,0.967592592592593,0.357407407407407,0.6,0.433333333333333,1.44259259259259,0.613888888888889,0.611111111111111,0.0481481481481481,0,0.0462962962962963,0.203703703703704,8.87407407407407
"62",7,2019-09-28,"Crystal Palace","Norwich City","H",0.8,1.4,1.6,1.6,1.4,1.2,67.4578947368421,0.0298245614035088,0.0105263157894737,0.713157894736842,0.256140350877193,0.846491228070175,0.794736842105263,0.828947368421053,0.823684210526316,0.900877192982456,0.158771929824561,0,0.0614035087719298,0.114035087719298,3.87456140350877,59.9777777777778,0.073015873015873,0.0634920634920635,0.575396825396825,0.215873015873016,0.612698412698413,0.601587301587302,0.472222222222222,0.65952380952381,0.620634920634921,0.0984126984126984,0,0.111111111111111,0.206349206349206,3.11349206349206
"63",7,2019-09-28,"Chelsea","Brighton and Hove Albion","H",2.4,1.8,0.4,0.4,1.6,0.6,64.7908333333333,0.116666666666667,0.0791666666666667,1.1225,0.354166666666667,0.661666666666667,0.8175,1.17333333333333,0.7725,0.9,0.118333333333333,0,0.108333333333333,0.1,2.41666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",7,2019-09-28,"Bournemouth","West Ham United","D",2,1.8,1.6,1.6,1.8,2.2,69.5333333333333,0.112037037037037,0.0740740740740741,0.631481481481482,0.25,0.568518518518519,0.802777777777778,1.05,0.705555555555556,1.0712962962963,0.126851851851852,0,0.0925925925925926,0.203703703703704,3.68611111111111,65.0941666666667,0.1125,0.0425,0.79,0.3825,0.685833333333333,0.7825,1.04166666666667,0.800833333333333,0.610833333333333,0.146666666666667,0.0125,0.0583333333333333,0.166666666666667,4.05083333333333
"65",7,2019-09-28,"Aston Villa","Burnley","D",1,1.2,1,1,0.8,1,64.3157407407407,0.0592592592592593,0.0592592592592593,0.748148148148148,0.321296296296296,0.791666666666667,0.880555555555556,1.16481481481481,0.673148148148148,0.875,0.118518518518519,0.0111111111111111,0.0833333333333333,0.12962962962963,3.98148148148148,66.1770833333333,0.104166666666667,0.114583333333333,0.770833333333333,0.260416666666667,0.59375,0.729166666666667,1.40625,0.677083333333333,0.75,0.0520833333333333,0,0.0729166666666667,0.239583333333333,5.07291666666667
"66",7,2019-09-28,"Wolverhampton Wanderer","Watford","H",1.4,2.2,0.8,0.8,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.9878787878788,0.0333333333333333,0.0151515151515152,0.898484848484848,0.245454545454545,0.729545454545454,0.496212121212121,0.946969696969697,0.604545454545454,0.734090909090909,0.103787878787879,0,0.136363636363636,0.136363636363636,2.29015151515152
"67",7,2019-09-28,"Tottenham Hotspur","Southampton","H",1.8,1.4,1.2,1.2,1,1.4,62.4742424242424,0.0962121212121212,0.0848484848484849,0.854545454545455,0.256818181818182,0.771969696969697,0.749242424242424,1.25151515151515,0.518939393939394,0.425757575757576,0.15530303030303,0,0.145454545454545,0.454545454545455,6.85181818181818,66.22,0.0708333333333333,0.045,0.826666666666667,0.266666666666667,0.749166666666667,0.464166666666667,1.10416666666667,0.736666666666667,0.5725,0.118333333333333,0.0166666666666667,0.075,0.158333333333333,3.16
"68",7,2019-09-28,"Everton","Manchester City","A",1,1.8,3.8,3.8,1.2,2,64.0719298245614,0.05,0.043859649122807,0.804385964912281,0.196491228070175,0.886842105263158,0.752631578947368,1.32631578947368,0.808771929824561,0.576315789473684,0.164035087719298,0.0131578947368421,0.0789473684210526,0.0964912280701754,3.01140350877193,63.1055555555556,0.214285714285714,0.16031746031746,1.19920634920635,0.448412698412698,0.636507936507936,0.430952380952381,1.46190476190476,0.657936507936508,0.627777777777778,0.130952380952381,0,0.0476190476190476,0.111111111111111,3.06111111111111
"69",7,2019-09-29,"Leicester City","Newcastle United","H",1.6,1,0.8,0.8,2,1,63.5722222222222,0.0777777777777778,0.0694444444444444,0.805555555555556,0.212037037037037,0.713888888888889,0.709259259259259,1.25185185185185,0.873148148148148,0.710185185185185,0.0601851851851852,0,0.0462962962962963,0.148148148148148,4.18240740740741,65.0131578947368,0.043859649122807,0.0482456140350877,0.640350877192982,0.210526315789474,0.565789473684211,0.600877192982456,1.31140350877193,0.706140350877193,0.719298245614035,0.109649122807018,0,0.0701754385964912,0.157894736842105,3.94736842105263
"70",7,2019-09-30,"Manchester United","Arsenal","D",0.8,1.2,2,2,1,1.6,60.8241666666667,0.0833333333333333,0.0683333333333333,0.848333333333333,0.263333333333333,0.661666666666667,0.836666666666667,1.09833333333333,0.6075,0.461666666666667,0.118333333333333,0,0.05,0.141666666666667,3.33333333333333,65.3208333333333,0.126666666666667,0.0625,0.955833333333333,0.35,0.67,0.741666666666667,0.999166666666667,0.505,0.4825,0.195833333333333,0.00833333333333333,0.0833333333333333,0.241666666666667,3.755
"71",8,2019-10-05,"Brighton and Hove Albion","Tottenham Hotspur","H",0.2,1.8,1.8,1.8,0.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.7828157349896,0.093167701863354,0.0803312629399586,0.80952380952381,0.276708074534162,0.659730848861284,0.723188405797101,1.06625258799172,0.514285714285714,0.424327122153209,0.140786749482402,0.0144927536231884,0.13768115942029,0.434782608695652,6.58260869565217
"72",8,2019-10-05,"Norwich City","Aston Villa","A",1,2.2,1.2,1.2,0.6,1,59.3658385093168,0.056935817805383,0.0496894409937888,0.53416149068323,0.18944099378882,0.549068322981366,0.582194616977226,0.459627329192547,0.580538302277433,0.60175983436853,0.0820910973084886,0,0.188405797101449,0.231884057971014,5.01666666666667,63.9986215538847,0.0656641604010025,0.068671679197995,0.746365914786967,0.279699248120301,0.740977443609023,0.889473684210526,1.35350877192982,0.648245614035088,0.946115288220551,0.104260651629073,0.0087719298245614,0.0827067669172932,0.112781954887218,3.48345864661654
"73",8,2019-10-05,"Liverpool","Leicester City","H",2.4,0.6,2.4,2.4,3,2.4,61.5907407407407,0.131481481481481,0.104497354497354,0.955291005291005,0.335714285714286,0.548677248677249,0.429365079365079,1.41746031746032,0.595767195767196,0.584920634920635,0.0489417989417989,0,0.0396825396825397,0.206349206349206,9.19365079365079,63.7982804232804,0.100529100529101,0.0924603174603175,0.817857142857143,0.225396825396825,0.750132275132275,0.714153439153439,1.40079365079365,0.866534391534391,0.741269841269841,0.0560846560846561,0,0.0396825396825397,0.126984126984127,3.58492063492063
"74",8,2019-10-05,"Watford","Sheffield United","D",0.8,3.2,1,1,0.4,0.8,64.8517316017316,0.0292207792207792,0.0140692640692641,0.918831168831169,0.262987012987013,0.697510822510823,0.478787878787879,0.987012987012987,0.637229437229437,0.707575757575758,0.0967532467532467,0,0.12987012987013,0.123376623376623,2.17922077922078,58.568045112782,0.0532581453634085,0.0225563909774436,0.705889724310777,0.169047619047619,0.779323308270677,0.455263157894737,1.24210526315789,0.632330827067669,0.816791979949875,0.0943609022556391,0.0175438596491228,0.0526315789473684,0.157894736842105,3.66466165413534
"75",8,2019-10-05,"Burnley","Everton","H",1.2,1.4,1,1,1.2,0.6,67.1376488095238,0.107886904761905,0.125,0.767113095238095,0.248511904761905,0.66889880952381,0.719494047619048,1.36458333333333,0.648809523809524,0.74702380952381,0.0833333333333333,0,0.0803571428571429,0.214285714285714,4.64553571428571,64.272305764411,0.0518796992481203,0.0451127819548872,0.78609022556391,0.228822055137845,0.787844611528822,0.711027568922306,1.28646616541353,0.794360902255639,0.599874686716792,0.158646616541353,0.0105263157894737,0.0902255639097744,0.12781954887218,3.08270676691729
"76",8,2019-10-05,"West Ham United","Crystal Palace","A",1.8,0.6,1.2,1.2,2.2,2,63.8775510204082,0.112698412698413,0.0515873015873016,0.807256235827664,0.373242630385488,0.62687074829932,0.711678004535147,1.05804988662132,0.7718820861678,0.610204081632653,0.13469387755102,0.0119047619047619,0.102040816326531,0.27891156462585,6.87823129251701,65.9796992481203,0.0413533834586466,0.0162907268170426,0.719298245614035,0.239097744360902,0.839598997493734,0.754887218045113,0.859147869674185,0.767167919799499,0.84812030075188,0.153132832080201,0,0.0526315789473684,0.120300751879699,4.07293233082707
"77",8,2019-10-06,"Manchester City","Wolverhampton Wanderer","A",4,1,1.6,1.6,2.4,1,63.2216553287982,0.206349206349206,0.142290249433107,1.16666666666667,0.446145124716553,0.609977324263039,0.40702947845805,1.40249433106576,0.638888888888889,0.629818594104308,0.134353741496599,0,0.0476190476190476,0.136054421768707,3.20680272108844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",8,2019-10-06,"Southampton","Chelsea","A",1.2,1.2,2.6,2.6,1.4,2,66.7389285714286,0.0719047619047619,0.0404761904761905,0.846547619047619,0.282857142857143,0.748809523809524,0.454285714285714,1.22452380952381,0.757857142857143,0.592142857142857,0.130357142857143,0.0166666666666667,0.0785714285714286,0.15,3.06571428571429,63.2402494331066,0.110544217687075,0.110544217687075,1.1421768707483,0.391269841269841,0.600453514739229,0.756235827664399,1.04501133786848,0.795804988662132,0.85453514739229,0.116213151927438,0,0.0884353741496599,0.0884353741496599,2.6530612244898
"79",8,2019-10-06,"Arsenal","Bournemouth","H",1.8,2,2,2,1.2,1.4,66.1667857142857,0.11547619047619,0.0802380952380952,0.929047619047619,0.361309523809524,0.723571428571429,0.836666666666667,1.06702380952381,0.541190476190476,0.49,0.196309523809524,0.00833333333333333,0.0785714285714286,0.228571428571429,3.75428571428571,63.197619047619,0.10297619047619,0.0690476190476191,0.588095238095238,0.233333333333333,0.509523809523809,0.707738095238095,1.05654761904762,0.591071428571429,1.00059523809524,0.122619047619048,0,0.0857142857142857,0.185714285714286,3.32
"80",8,2019-10-06,"Newcastle United","Manchester United","H",0.6,1.8,0.8,0.8,1,1,63.1864285714286,0.0392857142857143,0.0371428571428571,0.567261904761905,0.181785714285714,0.593095238095238,0.6,1.25178571428571,0.747261904761905,0.748809523809524,0.0991666666666667,0.00714285714285714,0.0928571428571429,0.135714285714286,3.33357142857143,63.5019047619048,0.0833333333333333,0.0664285714285714,0.889285714285714,0.264047619047619,0.763333333333333,0.849047619047619,1.14952380952381,0.620238095238095,0.551190476190476,0.13952380952381,0,0.05,0.15,3.42857142857143
